Iteration,MSE
118,144.94609993595188
119,146.2072622395363
120,147.2211473385493
121,146.1609596142099
122,146.26331624046702
123,146.31725026727693
124,145.54832376203228
125,144.43497479248046
126,143.44720617930093
127,142.36856329534936
128,141.3891414962709
129,140.38311491456142
130,139.41889029649587
131,138.41618859312916
132,137.51479947566986
133,136.72346973777712
134,135.74981560635922
135,135.02528264787463
136,135.19770035322975
137,135.42342456761938
138,135.48281127128047
139,136.72487851012525
140,136.36888140950884
141,136.49560857326426
142,135.6319888343274
143,134.72712552797543
144,133.8466426730156
145,134.98748091993662
146,134.08592316549118
147,133.2628443679031
148,134.341474787609
149,133.76157852467276
150,132.92239861488343
151,132.1295215751951
152,131.3024453489404
153,132.44362853555117
154,132.72791358402796
155,133.03162879943847
156,134.09006968522684
157,133.41892176828566
158,134.53841117665738
159,134.67167785932432
160,133.92790229320525
161,134.02534833161727
162,133.26289627875812
163,133.48287145930564
164,132.7402326769945
165,132.1086638248328
166,131.34485479148037
167,132.40054787276034
168,133.7605177561442
169,133.39435925004045
170,132.87027543011834
171,132.16457466772425
172,131.41883873939514
173,130.81164638431085
174,130.07762283977422
175,130.78098490987506
176,130.88763962956992
177,131.1002255657972
178,130.48551254995752
179,130.62457002474608
180,129.9298186156485
181,130.49945352485824
182,130.59718856837722
183,130.92986966351992
184,130.26386663835981
185,129.68112960635005
186,129.0374619076329
187,128.37425224411297
188,127.85067328620464
189,127.8127957058962
190,127.94369938122598
191,127.36145400626498
192,126.88003178065021
193,126.2494898299479
194,125.78340100873378
195,126.6797640201373
196,126.76795546011049
197,126.54533296309147
198,127.02446911672149
199,127.94478913048404
200,127.32851708531379
201,126.83170868152409
202,126.24031491916959
203,125.68280771683003
204,125.08670191320718
205,125.24852836073899
206,126.07474471180184
207,126.22362165980869
208,127.10493092926649
209,126.66082515100543
210,126.08534840288617
211,126.03400685210929
212,126.2929457909656
213,126.2093282719733
214,126.96695677253688
215,127.12887420765189
216,126.5789385162018
217,126.40484372701513
218,125.84420981866504
219,125.45019256796466
220,125.73638677488674
221,126.3355044272151
222,125.80198974759729
223,125.43002246955051
224,124.90106049073594
225,124.36907124731276
226,124.3545173364403
227,124.43581780147973
228,124.39380582069096
229,125.22443523052999
230,124.69161418313566
231,124.81188021800219
232,125.3045162486619
233,125.45884614441016
234,124.93683478567335
235,124.43063591084582
236,123.920792795844
237,124.16518843727273
238,124.30973297207295
239,125.31631681011312
240,124.8161340991656
241,124.9691917094947
242,124.50551397544294
243,124.06024503119198
244,123.56287257984036
245,123.3886176187165
246,123.00219989985955
247,123.56336255208683
248,123.51621873724845
249,123.60952292867454
250,123.12629467964172
251,122.66176632011079
252,122.97602674128517
253,122.97804986441088
254,123.09361623966788
255,124.37728507285024
256,123.91482778638601
257,123.8900384197903
258,123.44989303100941
259,123.56726062067688
260,123.12675440861629
261,122.68332646724365
262,122.28039248117054
263,122.35688967577858
264,122.44046696930221
265,123.04836719620903
266,123.64745801373532
267,124.39088394400778
268,123.93502204631692
269,123.82547669782957
270,123.68129855085303
271,123.71100428359534
272,123.26697910971501
273,122.82343887584113
274,122.49820454538303
275,123.11319376251915
276,122.67752107416374
277,122.38802843489802
278,121.97159540653229
279,121.5505070062521
280,121.60600403802735
281,121.18552431347531
282,120.82684820002697
283,121.44333291559253
284,121.52599996999956
285,121.1354703543479
286,120.75464412132344
287,120.35117494852285
288,119.95372457719512
289,120.04635797734905
290,120.59348437292823
291,120.67613726956738
292,120.32212335851095
293,119.93899460701405
294,120.01754919120243
295,119.99221566491208
296,119.62266225830929
297,120.15172635746323
298,120.24435076377536
299,119.85143797772385
300,120.37074421962102
301,119.99142153397747
302,120.07167514507344
303,120.16650885638624
304,120.21630138080371
305,119.84360355861851
306,119.46892169332193
307,119.22560208550493
308,118.86847759609098
309,118.51286163222056
310,118.58169851380009
311,118.32136762947131
312,118.8294088573028
313,118.71599170955987
314,118.35760943828875
315,118.29464986816285
316,117.93445833649817
317,118.03039488431408
318,118.11901462228043
319,117.76248312071199
320,117.40706133767962
321,117.04522837508134
322,116.69597337186707
323,116.40800526784301
324,116.95961487072485
325,116.60487613091102
326,117.31415701497552
327,117.85258673746651
328,117.49858368388037
329,117.60690257252169
330,117.51087448307962
331,117.17372963219611
332,117.23686767270766
333,117.58530824463647
334,117.28868611058789
335,117.0420814037323
336,116.70131625873702
337,117.99578039440982
338,117.67350511579119
339,118.1957071115837
340,118.22758223449483
341,117.89115066052881
342,117.58143507109747
343,117.60769117955911
344,117.27653238246607
345,117.34078489524731
346,117.08984947066776
347,116.75624625380513
348,116.5577296775648
349,116.23903697985291
350,116.33308925526482
351,116.06998592937774
352,116.11911374228922
353,115.86687277025271
354,115.79636232091882
355,115.48111691911456
356,115.54575904400161
357,115.2307313086272
358,114.92059445947243
359,114.85571380876897
360,115.24910268154409
361,115.96672745391602
362,115.65199433670519
363,115.33986023405038
364,115.09643914247607
365,115.1772383503718
366,114.87462240718102
367,114.8888123844235
368,114.58590019235145
369,114.60315513061637
370,114.68934875662262
371,114.38543158625014
372,114.47663830525131
373,114.18316302382594
374,114.65854081463686
375,114.73422196165721
376,114.66224562582818
377,114.75889925077676
378,115.07042021694637
379,114.85678894444317
380,114.5575463552224
381,114.54927387450311
382,114.61630784341803
383,114.32508573893156
384,114.40809896277885
385,114.15444957869393
386,114.22140720038834
387,113.92914666593536
388,113.64454308643784
389,113.35966528136197
390,113.08111361876512
391,113.1582789594865
392,113.24133671455238
393,113.1546224628696
394,113.57439866919204
395,113.30698202984243
396,113.42774939687565
397,113.49446366746119
398,113.56486794367507
399,114.31878998076408
400,114.04058685928584
401,113.76183128743398
402,113.4851707003603
403,113.88966975821455
404,113.6429043869571
405,113.36868078296567
406,113.82482109016973
407,113.55369595725648
408,113.28833923941734
409,113.01905687018537
410,113.11552427774522
411,112.85993541215169
412,112.99727841227957
413,113.0042119011752
414,112.74272088468939
415,112.81130774595651
416,112.55964532007391
417,112.95188186351629
418,112.68675944137802
419,112.43291690895836
420,112.47452080959366
421,112.22790319307965
422,112.29516072211108
423,112.5950711875379
424,112.34570514621599
425,112.08860436860253
426,112.22776481942951
427,112.29183247971591
428,112.34724264974906
429,112.33576998260472
430,112.34265471197838
431,112.76323458351834
432,112.51099293237483
433,112.538829089037
434,112.31563542323178
435,112.64546279605777
436,112.40404340679493
437,112.15165531144262
438,111.89883302036486
439,111.70915891939524
440,111.48935903012753
441,111.5287987220855
442,111.2806867126426
443,111.05319265721883
444,111.1379369806062
445,111.19190437418692
446,111.4491246674093
447,111.24650197567823
448,111.31620181644601
449,111.09335967931557
450,111.50354975567923
451,111.26510680250476
452,111.44010354011459
453,111.29841161642643
454,111.30399115048841
455,111.3839496746168
456,111.37827460886093
457,111.1467805073089
458,110.92637999999992
459,110.69733381972594
460,111.05500665307045
461,111.01940867880161
462,111.08514697804596
463,110.93678080572165
464,110.70822128319534
465,110.48461818566886
466,110.52091460652618
467,110.29996160444917
468,110.06743989566452
469,110.09451317660081
470,110.41179638441572
471,110.36083037711506
472,110.13425723955793
473,109.96828069923797
474,109.78777173174082
475,109.6311410841189
476,109.62433462358322
477,109.77709780174231
478,109.55831119480492
479,109.3495511767262
480,109.32446314667662
481,109.12944256168889
482,108.90849758505327
483,108.95451947349446
484,109.23405010468704
485,109.23262505310097
486,109.30659670128253
487,109.088415418807
488,108.88361305169394
489,108.66640158835608
490,108.44817789428087
491,108.24769588788998
492,108.30792257650111
493,108.38163113158808
494,108.19340561276023
495,108.28421075801657
496,108.0871946369448
497,107.8847794906954
498,107.67770694250083
499,107.75905716729785
500,107.69024556541443
501,107.4836287441368
502,107.50653795892023
503,107.31994587858439
504,107.11506850378854
505,107.14999203068194
506,106.94915143491723
507,106.77291669224846
508,107.09440568488414
509,106.88804577001186
510,106.68182994384392
511,106.70013289395611
512,106.49789937119931
513,106.29838977408455
514,106.82210118204704
515,106.62151148666456
516,106.59462767747021
517,106.40647723965303
518,106.69277262917817
519,106.75457006199052
520,107.03604009655805
521,107.11637774035478
522,107.28109587335038
523,107.26234727379925
524,107.21308847556587
525,107.29910927500043
526,107.35856220432107
527,107.18922499189793
528,107.23937563056296
529,107.05284525496297
530,107.56110828462637
531,107.41192982335997
532,107.23458471109993
533,107.2296476556481
534,107.03543601098579
535,106.850701865526
536,106.701921335352
537,106.6818434792524
538,106.71313772990358
539,106.53033968203586
540,106.38501911913907
541,106.89437942407929
542,106.88371286752918
543,106.68982365403606
544,106.93114450858796
545,107.13882257763399
546,106.94615196941537
547,107.13537124676503
548,107.21196464052166
549,107.69363932639958
550,107.50187766096809
551,107.315952316819
552,107.32869494673999
553,107.56257737890074
554,107.64387234905567
555,107.4574516315718
556,107.52952063362376
557,107.57677026389959
558,107.40253592755205
559,107.45158238167839
560,107.64522734390837
561,107.46628769812524
562,107.39546125575741
563,107.21113701590848
564,107.04492193227964
565,106.90819462105236
566,106.74850552136822
567,106.79560331966091
568,106.61076076076904
569,106.44691016405874
570,106.51432845446101
571,106.34211259777616
572,106.6108170270503
573,106.70758180946996
574,107.10761036835481
575,107.17892107569654
576,107.21748247887525
577,107.05861634542872
578,107.29910123698852
579,107.14168076667555
580,106.96652912908587
581,106.80744656166398
582,106.90704857422314
583,106.73049409986565
584,106.55794133695021
585,107.02178042627807
586,107.12409119536852
587,106.94567764658335
588,107.23037400679523
589,107.39879749485107
590,107.25177285610619
591,107.52633356342058
592,107.38838598675825
593,107.22324921972233
594,107.11549166135916
595,106.95025117357238
596,106.99905682870205
597,107.06695467802747
598,106.89097527855614
599,106.72788103136276
600,106.7875017128388
601,106.82766270062292
602,106.90088624039362
603,106.7283894499736
604,106.5565239157503
605,106.53490806670229
606,106.36560046063005
607,106.44603715481043
608,106.27585256550657
609,106.10810585190315
610,106.03037413280518
611,105.86325889074666
612,105.70580776045524
613,105.55629969168254
614,105.59941656484666
615,105.68899867340801
616,105.57193851451595
617,105.73468498569254
618,105.77495647769145
619,105.62568724155426
620,106.21060921895888
621,106.24214277232903
622,106.73902686213374
623,106.77439142364177
624,106.84771485645801
625,106.92504930858613
626,106.75802613504398
627,106.59585806038201
628,106.43959721998804
629,106.29685163782207
630,106.35639025881177
631,106.38952865143396
632,106.22623169478736
633,106.06691198043913
634,105.90555653981981
635,105.9542054148171
636,105.79301822766568
637,106.03086765052011
638,105.87359772337642
639,106.20250108637534
640,106.06710983049125
641,105.91361832414142
642,105.76325391293315
643,106.10302294450081
644,105.95021568895868
645,105.80502732724182
646,105.75447541327668
647,105.74106473476846
648,105.59779644729915
649,105.6614311184097
650,105.5055327142202
651,105.39242832982961
652,105.2404301552319
653,105.09121032349
654,105.26916855099734
655,105.24410518089323
656,105.39609331092457
657,105.39728212919047
658,105.38736781722507
659,105.23190948796743
660,105.41137221166582
661,105.4376246422394
662,105.29816168186528
663,105.38057232280663
664,105.41296722174408
665,105.33566701734873
666,105.42523408669967
667,105.56132578188512
668,105.49569532489349
669,105.58629216367353
670,105.44231107003654
671,105.36486844494162
672,105.40085309690663
673,105.27277501465484
674,105.12041256530348
675,105.43209877773567
676,105.37713075019198
677,105.32107532024384
678,105.54093266289495
679,105.57876424462876
680,105.47486375272274
681,105.34280908107758
682,105.27258500517988
683,105.49510658171306
684,105.35879500898702
685,105.42645782606445
686,105.43517523586924
687,105.42740449999097
688,105.59221560369397
689,105.57380629675828
690,105.64182073534398
691,105.60632673030997
692,105.46605012234235
693,105.67208122673833
694,105.5387427035601
695,105.6258109118441
696,105.48000239760711
697,105.47894285450364
698,105.46211848747423
699,105.49333597474514
700,105.57530812382699
701,105.42883820999705
702,105.49858023689004
703,105.37440564774856
704,105.24609145369719
705,105.11508876973011
706,104.97576719488706
707,104.84305493177416
708,104.72253032979992
709,104.7520526486156
710,104.79084432612002
711,104.97032606266387
712,105.21258601429088
713,105.07219181605844
714,104.99357604162365
715,104.8624685499218
716,104.95117836008525
717,104.81031434888455
718,105.02365417815848
719,104.9118163438102
720,104.77238941341639
721,104.69321006891963
722,104.55861843804574
723,104.54465827918811
724,104.69343796965167
725,104.56700286815907
726,104.42618794694091
727,104.29156246359115
728,104.16721171877542
729,104.31017848477279
730,104.17072042586052
731,104.0345620823624
732,103.93449562771724
733,103.98576536494095
734,103.97369967250798
735,103.93714453655035
736,103.81036371268009
737,103.80569653158433
738,103.84902423264857
739,103.87324269456695
740,103.7355338771601
741,103.59926642628334
742,103.56231996200155
743,103.42614405520992
744,103.46614261676547
745,103.67338087174717
746,103.55457789600695
747,103.42122901156246
748,103.45503967984475
749,103.49796832753756
750,103.57367898321152
751,103.45518759833513
752,103.39816576892392
753,103.55427245805622
754,103.42827324415076
755,103.40019775305363
756,103.26735915030751
757,103.13565956601379
758,103.02922943258034
759,103.0750030941957
760,102.95475716261487
761,102.82363842022403
762,102.88795245460325
763,102.95199211537448
764,102.98565540560253
765,102.9632997654622
766,102.8376711266159
767,102.71616226489105
768,102.71711590125535
769,102.60090242080167
770,102.48051614374309
771,102.64408424500516
772,102.5145724377175
773,102.50714706248793
774,102.39200332321862
775,102.26473893150207
776,102.30142074715846
777,102.1937024591819
778,102.07279398707927
779,102.09293889647424
780,101.96846824257801
781,101.87144060369948
782,102.01650905807305
783,102.04949746993614
784,101.95600099907237
785,101.90038553180209
786,101.90114238198477
787,101.77817681859682
788,101.80279931274768
789,101.67804688237919
790,101.55267876205565
791,101.63407582986521
792,101.63390001097713
793,101.50765306321249
794,101.80430507059361
795,101.90045601826793
796,101.79034164083663
797,101.6682274446284
798,101.54352531158237
799,101.7227285508071
800,101.60074052333832
801,101.8281649043051
802,102.12803765484817
803,102.09191043706493
804,101.98257952187191
805,101.9361426987263
806,101.89184291191195
807,101.78628871520655
808,101.84421783508641
809,101.72757345784285
810,101.61363786473686
811,101.70716420642839
812,101.58412549031779
813,101.60255566294343
814,101.48874077427885
815,101.37261424825235
816,101.27649489541848
817,101.25014461268701
818,101.14638518791618
819,101.28432794804975
820,101.31667011045828
821,101.34500110425263
822,101.2368328110145
823,101.12301301347819
824,101.01072897870564
825,100.89114983992143
826,100.7877767842272
827,100.70651418900404
828,100.58877611217868
829,100.67647851419392
830,100.7394531048924
831,100.62340156954548
832,100.6516628322693
833,100.53280830297436
834,100.41912459155067
835,100.3246746654282
836,100.2122562236763
837,100.11969808552286
838,100.17704100568994
839,100.06101427800039
840,99.95248114750498
841,99.95906699681821
842,99.87460749421153
843,99.9025195340669
844,99.90316428081684
845,99.79565241238069
846,99.68030070046724
847,99.62611411594584
848,99.5200751539109
849,99.54982350852661
850,99.59631371357861
851,99.63678832367921
852,99.60996779505636
853,99.64003835417601
854,99.52732458885157
855,99.43171699423539
856,99.52071650173062
857,99.53696474978915
858,99.67022397801593
859,99.58660590856816
860,99.47338543409525
861,99.50091369337598
862,99.50556832538126
863,99.4572620195696
864,99.5069373583904
865,99.65792380564474
866,99.6847934197058
867,99.7613763030975
868,99.6522306909759
869,99.54794058316871
870,99.61054438092243
871,99.50371186768831
872,99.53246464505108
873,99.55427713465171
874,99.4465033399704
875,99.6662794971466
876,99.84826474619783
877,99.76972796544517
878,99.66342531983021
879,99.55331689153243
880,99.45402401306413
881,99.5873104029427
882,99.69524884548316
883,99.58574245470162
884,99.50295810677886
885,99.39504715817122
886,99.36654228819681
887,99.26404663406338
888,99.16581577921772
889,99.06967541712878
890,99.10785093146764
891,99.27573651817913
892,99.40828001071519
893,99.32458258102349
894,99.26899345395816
895,99.35154248402772
896,99.24319966935685
897,99.21494145802697
898,99.17085094228885
899,99.19217951491359
900,99.09306737316979
901,98.99484073361599
902,99.06398784982127
903,99.12664514364198
904,99.03700587549041
905,98.93197199679211
906,98.96420705239504
907,99.09117203326578
908,99.12724974186935
909,99.16301522816238
910,99.09245052861644
911,98.9878307645067
912,98.89036590645188
913,98.78870584042937
914,99.05408969436746
915,99.23716529887882
916,99.2117824471153
917,99.18791345161596
918,99.08511688974168
919,99.09755183615285
920,99.1277180282966
921,99.1066088251907
922,99.1523259823855
923,99.16209518922369
924,99.2361602602583
925,99.13539665119067
926,99.1581836117524
927,99.18149828885109
928,99.07864625957505
929,98.97400819600847
930,98.88653107638
931,98.82111953715889
932,98.71721604197833
933,98.61771875281298
934,98.52416013394995
935,98.54708609147505
936,98.78746614496931
937,98.69769811375801
938,98.64144353622567
939,98.5976639961917
940,98.71818571192154
941,98.8005188942969
942,98.8352996710759
943,98.73890394522302
944,98.65550131666458
945,98.55794278048964
946,98.46706812225487
947,98.3743381666407
948,98.28546261938313
949,98.20588877881917
950,98.11248285946093
951,98.0967222684064
952,98.05420114362941
953,97.95544483529058
954,97.85940457689937
955,97.76230453071794
956,97.661803139927
957,97.64771425624377
958,97.54872774716956
959,97.58211521199895
960,97.61390019940833
961,97.63511659191005
962,97.57225228037507
963,97.47622635493273
964,97.46990929587254
965,97.37820528442995
966,97.28607689013886
967,97.21744312778993
968,97.35894198740317
969,97.37155078426849
970,97.27450278235465
971,97.17705776824027
972,97.43241235270422
973,97.49454293356402
974,97.51340072319003
975,97.53322158923515
976,97.43479978879455
977,97.42746638605026
978,97.52047961999058
979,97.42403117982067
980,97.782768310941
981,97.7151158992182
982,97.6715288367388
983,97.72574082577823
984,97.77810351356743
985,97.69022474930371
986,97.60796949503145
987,97.52135801955438
988,97.561611172762
989,97.46824286282967
990,97.39862622889605
991,97.5474718149928
992,97.58055863613563
993,97.58637486255661
994,97.50908404492756
995,97.43243481777421
996,97.3360477129379
997,97.24506853038115
998,97.28659384463259
999,97.24770297218969
1000,97.15659626996518
1001,97.06733425168485
1002,97.21911754091819
1003,97.28262865115495
1004,97.27980880184002
1005,97.19095951419564
1006,97.21537345197518
1007,97.19865358893897
1008,97.20988596561882
1009,97.12325848519389
1010,97.22653267584225
1011,97.1364371537219
1012,97.14565152412818
1013,97.16205243402972
1014,97.17783648104827
1015,97.12965933219553
1016,97.08362201712733
1017,97.12636902327617
1018,97.03636760971635
1019,97.09754621374245
1020,97.00438005748917
1021,96.91826863492037
1022,96.90808683983734
1023,96.83491208627893
1024,96.75180412328336
1025,96.66376214620544
1026,96.65517393434257
1027,96.56460372115528
1028,96.60155212380543
1029,96.62629822704605
1030,96.54622797283155
1031,96.46401285281121
1032,96.43907381039719
1033,96.35624602330273
1034,96.28306023998464
1035,96.20342059216061
1036,96.3612150972184
1037,96.29557606534765
1038,96.20722505455991
1039,96.12121567081327
1040,96.03387758101408
1041,95.98114507193753
1042,96.03894139171334
1043,95.94891751566875
1044,95.86835098323694
1045,95.78205470958966
1046,95.70104053246132
1047,95.61121342027313
1048,95.90969641006176
1049,95.85707132866317
1050,95.76797372556868
1051,95.86687689991251
1052,96.02717889681063
1053,96.15349965591376
1054,96.11928939649684
1055,96.0615403361795
1056,96.09851895509796
1057,96.11300965774251
1058,96.29544269847058
1059,96.31838018664557
1060,96.33783684327918
1061,96.36381145168542
1062,96.27720631504687
1063,96.19195391710143
1064,96.13905565149354
1065,96.09647646767432
1066,96.01491575493822
1067,96.03855879784972
1068,96.07783943582118
1069,95.99279451872056
1070,95.90540560105137
1071,95.88103518265636
1072,95.7960551540131
1073,95.71273359081397
1074,95.62551136645081
1075,95.53892888035885
1076,95.45563696607338
1077,95.38116671879644
1078,95.30800395319325
1079,95.2361805859929
1080,95.25062167589311
1081,95.17850887709255
1082,95.10167183441948
1083,95.1177790549103
1084,95.03344929273278
1085,95.16164507195697
1086,95.12238937726117
1087,95.1401934094021
1088,95.07006662218448
1089,95.0228245371082
1090,94.94337257606173
1091,95.07644554030229
1092,95.11409506616575
1093,95.1421019755038
1094,95.05772196494684
1095,94.97940132770364
1096,94.89636432635088
1097,94.91052836848044
1098,94.92093089662615
1099,94.84280838274327
1100,94.82949701341715
1101,94.9107768281171
1102,95.05888626871871
1103,94.99788225021345
1104,94.94583486333705
1105,94.87016843163589
1106,94.99963878281078
1107,94.91691482756303
1108,94.94267391609802
1109,94.87409723471477
1110,94.82588842291015
1111,94.7721423884966
1112,94.69114212091449
1113,94.61096202127588
1114,94.60633665622886
1115,94.53879413273303
1116,94.45559419280312
1117,94.44552521814485
1118,94.40587796817312
1119,94.51333119775484
1120,94.5221572536443
1121,94.54084461369119
1122,94.628067417897
1123,94.63915934110473
1124,94.59975750007239
1125,94.52695518334707
1126,94.63352246405177
1127,94.55330689533051
1128,94.52106865849478
1129,94.4407878151185
1130,94.4315415429858
1131,94.34972160638274
1132,94.26930249000607
1133,94.439155289586
1134,94.3667335565969
1135,94.29222502403847
1136,94.30440060741884
1137,94.36817579397321
1138,94.464795093021
1139,94.48470283172128
1140,94.41625696033762
1141,94.43658134218478
1142,94.42897577388065
1143,94.36280783424228
1144,94.41431044917424
1145,94.33519042766771
1146,94.37550348209876
1147,94.29693427985922
1148,94.2289115002554
1149,94.15878526712108
1150,94.17891470608504
1151,94.22327426813872
1152,94.14490797898422
1153,94.16328654605621
1154,94.11594373462931
1155,94.07798984195247
1156,93.99879301862734
1157,94.0355713438555
1158,94.05620958469487
1159,93.99103096613501
1160,93.91340108585769
1161,94.1128906740596
1162,94.04300813800086
1163,94.04823569572905
1164,94.11595118424736
1165,94.04605825704566
1166,93.97668007358679
1167,93.91432074072428
1168,93.83621222893261
1169,93.85586806185945
1170,93.88159115671093
1171,93.80532765378308
1172,93.76345246938715
1173,93.75569576060579
1174,93.72308235690379
1175,93.64596022230513
1176,93.57683096907171
1177,93.50891666738482
1178,93.5664001738681
1179,93.57448002491289
1180,93.52600856928503
1181,93.7043573980509
1182,93.62742410446383
1183,93.72769107953633
1184,93.86515403106003
1185,93.7875270624201
1186,93.78415860273384
1187,93.86914990846108
1188,93.80034594323098
1189,93.7352536498648
1190,93.74441047375943
1191,93.67205684971749
1192,93.59956828799824
1193,93.54603144928676
1194,93.5465641622767
1195,93.52063803193958
1196,93.56658736778343
1197,93.69708976271556
1198,93.62355767446687
1199,93.62333983933557
1200,93.62721274634202
1201,93.56381769938632
1202,93.58695408131636
1203,93.53611640521912
1204,93.55293469670603
1205,93.5613933003295
1206,93.57021095760624
1207,93.5821885843364
1208,93.59213633825448
1209,93.53264259582122
1210,93.53714634386961
1211,93.46253305875399
1212,93.39578914032518
1213,93.33082182841761
1214,93.25981420327646
1215,93.28264723942604
1216,93.20853590749596
1217,93.14272652616634
1218,93.0716271312366
1219,93.08403344482942
1220,93.10038972584928
1221,93.09145486579382
1222,93.12055107165865
1223,93.14414517156237
1224,93.13936918681743
1225,93.07349180318872
1226,93.00162254869451
1227,92.93315705207662
1228,92.89361252244987
1229,92.93923262932904
1230,92.88577619820106
1231,92.9283812630961
1232,92.99064644377727
1233,93.19453149971108
1234,93.12991518120324
1235,93.14063171761238
1236,93.1419584922806
1237,93.1946737673751
1238,93.1254123337627
1239,93.12225396119365
1240,93.17019894642215
1241,93.1176677597424
1242,93.13615968626671
1243,93.10708261380154
1244,93.15748465387001
1245,93.16299217695213
1246,93.10154427743456
1247,93.04861026796802
1248,93.05557807878806
1249,92.99952798981586
1250,92.94838644390106
1251,92.9456136443918
1252,92.90433053677074
1253,92.84620558711309
1254,92.84320607995302
1255,92.83882054161741
1256,92.79424584120702
1257,92.89432152946885
1258,92.90872589601811
1259,92.84062856885532
1260,92.81542162838436
1261,92.80575624465186
1262,92.75732757266842
1263,92.70161461263824
1264,92.63798309221298
1265,92.63805485242912
1266,92.70334149103782
1267,92.67080355123356
1268,92.6102504498951
1269,92.54271472712217
1270,92.47162220515604
1271,92.48980958643718
1272,92.48584935294008
1273,92.5272945059816
1274,92.53350490172579
1275,92.54573332188176
1276,92.84343692221238
1277,92.77267875182227
1278,92.701936725906
1279,92.64010809994564
1280,92.57496661655605
1281,92.50472979951333
1282,92.61503134874769
1283,92.68762658149677
1284,92.61858375124471
1285,92.65513293863734
1286,92.66186995751009
1287,92.64573156138955
1288,92.60270775104902
1289,92.61104535871554
1290,92.54255757923274
1291,92.48054789573439
1292,92.50435251385066
1293,92.44266629975061
1294,92.46318228314796
1295,92.47543623824838
1296,92.43324866596564
1297,92.46424325025349
1298,92.40296417134935
1299,92.45300185597796
1300,92.41448541311118
1301,92.42102519738317
1302,92.36188073055719
1303,92.29907059651197
1304,92.29777029504073
1305,92.28909247350876
1306,92.37254637817512
1307,92.32587994376301
1308,92.32037044337036
1309,92.25511904542368
1310,92.33484285805972
1311,92.36159492248255
1312,92.35578073088716
1313,92.44314256916496
1314,92.3766527578711
1315,92.45782786430968
1316,92.48916905520535
1317,92.42323222953257
1318,92.41679207182437
1319,92.3809731677231
1320,92.49860912055681
1321,92.43136281754192
1322,92.42599069891827
1323,92.52675873009616
1324,92.60111302677598
1325,92.56171004223374
1326,92.51173411649097
1327,92.44374956344426
1328,92.46908718975912
1329,92.55603411091818
1330,92.58550254689123
1331,92.53110913832684
1332,92.56978466113408
1333,92.50466449423473
1334,92.47660941823848
1335,92.41640647020233
1336,92.42614175334663
1337,92.40155759727946
1338,92.50630144670227
1339,92.56052632880264
1340,92.55794574129048
1341,92.51647657089319
1342,92.45404821376687
1343,92.45483662615227
1344,92.41668457094403
1345,92.37475064660536
1346,92.37872439171194
1347,92.32690398553255
1348,92.28638653815324
1349,92.35393942984234
1350,92.28823516086295
1351,92.38402575250028
1352,92.50618672035856
1353,92.77662310579134
1354,92.79653600276485
1355,92.7417310744634
1356,92.71962994126092
1357,92.74689201493429
1358,92.6875247549765
1359,92.64144777760426
1360,92.57604387840804
1361,92.55028818759035
1362,92.60316248314672
1363,92.70349340008535
